,1,5,accuracy,macro avg,weighted avg
precision,0.3575063613231552,0.8084210526315789,0.6481230212573497,0.5829637069773671,0.695437452909794
recall,0.5072202166064982,0.6952323476161738,0.6481230212573497,0.601226282111336,0.6481230212573497
f1-score,0.41940298507462687,0.7475665152498377,0.6481230212573497,0.5834847501622323,0.6653401037993326
support,554.0,1657.0,0.6481230212573497,2211.0,2211.0
