,1,5,accuracy,macro avg,weighted avg
precision,0.291358024691358,0.8832089552238805,0.7458452722063037,0.5872834899576193,0.7901069034008562
recall,0.42987249544626593,0.8048282896973818,0.7458452722063037,0.6173503925718239,0.7458452722063037
f1-score,0.34731420161883736,0.8421988969934175,0.7458452722063037,0.5947565493061274,0.7643502729932328
support,549.0,2941.0,0.7458452722063037,3490.0,3490.0
