IDADEGES,CASOS_ZIKA_CUMUL_LAG1,MEDICOS_SUS_TOTAL,LEITOS_OBSTETRICIA_SUS,LEITOS_UTI_NEONATAL_SUS,UFRES_11.0,UFRES_12.0,UFRES_13.0,UFRES_14.0,UFRES_15.0,UFRES_16.0,UFRES_17.0,UFRES_21.0,UFRES_22.0,UFRES_23.0,UFRES_24.0,UFRES_25.0,UFRES_26.0,UFRES_27.0,UFRES_28.0,UFRES_29.0,UFRES_31.0,UFRES_32.0,UFRES_33.0,UFRES_35.0,UFRES_41.0,UFRES_42.0,UFRES_43.0,UFRES_50.0,UFRES_51.0,UFRES_52.0,UFRES_53.0,UFRES_nan,EXANT_GES_1.0,EXANT_GES_2.0,EXANT_GES_3.0,EXANT_GES_4.0,EXANT_GES_5.0,EXANT_GES_9.0,EXANT_GES_nan,FEBRE_GES_1.0,FEBRE_GES_2.0,FEBRE_GES_9.0,FEBRE_GES_nan
-0.05471250833814759,-0.04656800687674707,-0.0023376240510328368,0.0028274161258941945,-0.009032828760079348,6.161318737060983e-05,0.0005587547647321129,-0.000297195355121752,-0.00018361222588335552,-0.0007088518375683607,-0.0008055612352585479,0.0036814573576408887,-0.0008601494110392295,-0.004644573113139973,-0.0018455020490378796,-0.005630512355140954,0.004519539484770332,0.01457338956044039,0.0016945321648276703,-0.0048965940648531174,-0.0012579882816794838,0.0028276603070648246,0.0016759983567226024,0.002623388369754796,0.00795050463908712,0.0011521730897964568,-0.00017890513227633445,0.003319544323537975,-8.859316996361489e-05,-0.0003226733501815495,0.003920277925327956,0.0007995467645283822,0.0,-0.0651136641509309,-0.014955802810902646,-0.00046762927146950655,-0.004332471293045251,-0.07401835986713896,0.03850134230566894,0.0,-0.022653850320485835,-0.007627260109428701,0.012361539459165974,0.0
-0.037204507117920484,0.07949022084371922,0.004601046384505106,0.034057312537872426,0.016803498009637104,-2.2280709829570485e-05,0.00041957345446170505,-0.0006481153253320783,-0.0002495562575530733,-0.000871422008913984,-0.00034677935276585946,0.0020112136902454597,-0.003258943347131108,-0.003707447761208631,0.004927635010821286,0.001108083490999852,-0.00021530413954996673,0.0023439230856405115,0.0015298730176126086,-0.002142936188958523,0.006754217242807187,0.0046157421198828675,0.0009576875747486233,0.00831573940963466,0.008305038920817591,0.0005208988284769359,-0.00010643433703785417,0.001946469711111922,-0.00041616685936358614,0.0007802072188945726,0.00859780013345963,0.0005294816236562613,0.0,-0.05731119896185958,-0.009609445577970091,4.362326937157194e-05,-0.0028552920940988283,-0.06559577795236551,0.010260829873278563,0.0,-0.009780270738282035,-0.0022500326101254223,0.012321199249088415,0.0
-0.05001511545333273,-0.022594291323734084,-0.00859109726274484,0.001574519431406896,-0.009098580878124745,-3.575306174121322e-05,0.00022609977378592783,-0.0002667192252901917,-6.52808769535322e-05,-0.00032725170600980766,-0.00021475922826589723,0.0019860756517982993,-0.0021386639773835737,-0.002485459041671356,0.003492913885043575,-0.0010819967325449477,0.009680575650222576,-0.010142746103781717,0.0007361924115180896,-0.004473567889339982,-0.00780014197247037,0.0007299036094269047,0.000980518225192172,9.651370549985086e-05,0.0005764079115487974,-0.00031088044276407647,-0.0001812322678677968,0.0008426216353390239,-0.00033019268624202304,-0.0010328631014917171,0.00039269352373214744,7.32197837180337e-06,0.0,-0.04971706344067638,-0.008375918277225685,-0.0008508635908993812,-0.0019126218063578646,0.02218251271222481,-0.0740718232636605,0.0,-0.0277189030583505,0.00490099972724802,-0.037071009299238226,0.0
-0.00663419860511723,0.029023818457812118,-0.0035126403193161,0.004090972296674602,-0.0046781532245136195,-5.02051602207836e-05,0.00021544078271798037,-0.00027720638683043016,-5.839051766008973e-05,-0.00033085570067318697,-0.00020145098448869078,0.0018465215527932097,-0.0017654370671851731,-0.0017013659110466913,0.003799679012171631,-0.0007229849504878975,0.011707672158532696,0.022815321664901904,0.0012542217530671783,-0.0035974344030610477,-0.0034164609020834276,0.0007363519079935806,0.0009895577641761038,-1.5426466905464806e-05,0.0007759241707149878,8.148731592105012e-05,-0.0002004118420099835,0.0007688991350681808,-0.00032156407505197,1.9935797139046806e-05,0.00042896492395418236,3.7784871102975915e-05,0.0,-0.03634283199710963,-0.004933684850940674,-0.000605346394149546,-0.002073203347177655,0.020672885778482607,-0.05082668680271964,0.0,-0.019992785028193915,0.008894591724048639,-0.023080892852192364,0.0
-0.010835440199422822,-0.01763544847364456,0.002840577591958333,0.010189250032983597,-0.00422702063937446,0.00014033062495803075,0.0007513030490551761,-0.00024472250659563643,-0.00017511646419756654,-0.0006391317841682516,-0.0007543336327632265,0.0042337771479537874,-0.0014316174342365372,-0.003998537425319622,-0.00028194344315280394,-0.002235141000200973,0.00904989991689231,0.06741287619652932,0.0022142882833987502,-0.002467870546560019,0.0035747748974129484,0.003151221633093188,0.0018760850863693982,0.0028745655009749,0.009562545055228588,0.0012938780001668666,-0.00016456602861653606,0.002596786646571254,2.154680719886807e-05,-0.00043825404743567573,0.004425552385538675,0.0008858555462873725,0.0,-0.05914177136110919,-0.013561406132824617,-0.0005226910790357689,-0.002425627076078007,-0.04984461588430315,0.060386049471150935,0.0,-0.017224022941772082,0.0011484216051602266,0.020527191201419215,0.0
-0.06285848633706989,0.007740997234325431,-0.03363916041278743,-0.022118327020585516,-0.020372715863264758,-0.0001684139621548005,0.0002732240879252029,-0.00027019186682579905,6.818756210393504e-05,-0.0004898447016283591,-0.00021667084871152226,0.0015770362618708004,-0.0013952037378287933,-0.005351840129889939,-0.001603451881852571,-0.0012941250360330025,0.00848545779480396,6.0443640149870785e-05,0.0009689274832626241,-0.007358022531318162,-0.0016575444039701318,0.0008546033979983355,0.00016581851792181216,-0.0011103157295221388,-0.0007234270501728909,-0.03526784567040953,-0.0001987977417527427,0.0015849055756288187,-0.0007845238340529351,-0.00045407601076763356,0.0001719280502273077,2.7457542693026278e-05,0.0,-0.03843916988083325,-0.005640150733070621,2.2360357728103514e-05,-0.0038840106009612884,0.01779611416306075,-0.04775188853484531,0.0,0.16011624263445248,0.027585054283631182,0.03727659438162483,0.0
-0.02775409179624372,-0.02132334593667977,-0.04304006429262148,-0.017126273054919875,-0.02739244768519809,-5.02149890339749e-05,1.2273942277601988e-05,-8.142601514067974e-05,0.0001334421106574522,-0.0010873479824381716,-0.00043764168773959336,0.0017369978440118187,-0.0034861158629149076,-0.0035944504305918026,-0.005106057699671695,-0.003756636086835455,0.0019342652460682685,0.0005010863940103983,0.000978854693583108,-0.007506163875440434,-0.007939943418288423,0.0003791187337701744,0.0013124880007500987,-0.000988118286798523,-0.0002330486999999178,-0.000449341880252969,-0.0006987277013628778,-0.08257971380287585,-0.00031775399778612276,-6.344021453835649e-07,0.0015009148159582243,8.132681952764662e-05,0.0,-0.03837369733288975,-0.011447794225531282,0.0003520993405732037,-0.0028357354026929092,-0.03776637489234975,0.023167588650238855,0.0,0.09875062064176884,0.04281153226788273,0.010648340036004948,0.0
-0.049875285397148986,-0.030075171750599143,-0.05372856138377918,-0.04773928162292193,-0.045384830997815095,-2.5768601358197794e-05,0.00013717373606161564,-0.0003307886190214875,-0.00014557907851363994,-0.000482546000927697,-0.00023435600952093945,0.0008624337377473487,-0.0020552831205038666,-0.00304644109968942,0.0002543738245655604,-0.0005134662362391785,7.951904227492025e-05,-0.004222477420801576,0.0007058221901629972,-0.0036342401291279006,-0.01157875640738299,0.0009001162618362498,-0.00017917310827799123,0.0006328228046902039,-0.05746402307010953,0.00011834450104640504,-7.421393577362859e-05,0.00023311110096147327,-0.0002968338887976482,0.00018558984522806115,0.0004705486261510119,0.00017041827612605286,0.0,-0.07211526672701837,-0.012367363366677127,-0.0011265234912313557,-0.002331396032977693,-0.07816140807360332,0.01600244982475119,0.0,-0.024363304722716608,-0.013935170190873656,-0.0017098514225919897,0.0
-0.016181623978116965,-0.056391573246483105,0.0011641859913532756,-0.020082903736534027,0.030333381218175415,9.29498240462464e-05,0.0002509762759076859,-0.0028427501771075138,-0.0032294779880455847,-0.0008119024267226092,-0.0020274685977653673,-0.09431486699460076,-0.006489599144056421,-0.007846424262102641,-0.0007892082008360852,-0.0006786624687881383,-0.00025661838576733823,-0.0033506925872747507,0.0006672003433678602,-0.008237732427194815,-0.00847265612301221,0.0012281275202214836,0.0014763404844638573,7.274470644007273e-05,0.0040447921242031575,0.0002858114830980399,-0.00032172509912263027,0.0009269783048815448,-0.00026940311952159177,-0.00022388302419574377,0.0005871964465812492,-7.857660111097515e-05,0.0,-0.05400568081258706,-0.011284535354872985,-0.0022662315040830228,-0.0020801442109150826,-0.07017305596203527,0.017930792204912938,0.0,-0.04195333341612645,-0.0213187160093519,0.00542496498392057,0.0
0.0011717072960131902,0.011493370109148339,0.0034128717472414177,0.011154150663569045,0.0031713754613999024,-5.098194507344268e-05,0.00028582548967469827,-0.00029937628223259126,2.3069739493681126e-05,-0.0006090004853723186,-0.00019367632901997416,0.0013707656884708978,-0.0023829068364407046,-0.0009393672862093017,-0.0003710410195080901,-0.003021703587467514,0.0014625148305716586,0.0038298606059974176,-0.0001656486710166317,-0.004279420989182961,-0.006804129562981896,0.0016534185639005662,0.0011385561696593157,0.0027409869774673882,0.00084919223307344,0.00018197683231119683,-0.00021846680011572097,0.0008784169395772572,-0.0002998188469958018,0.003384833535293929,0.008409630859908014,0.00012282415385527173,0.0,-0.05395374693304929,0.037823452028750905,0.0010591468095037867,-0.002449637910358888,0.054771979185112396,0.03430828368278173,0.0,-0.009988842426349172,-0.006812652834710312,-0.03739306917609091,0.0
